,bhk,type,area,region,Price_in_Lakhs
2082,1,Apartment,470.0,Dombivali,48.81
2083,1,Apartment,470.0,Dombivali,48.81
2084,1,Apartment,511.0,Dombivali,53.07
2085,1,Apartment,511.0,Dombivali,53.07
2086,1,Apartment,470.0,Dombivali,48.81
2087,1,Apartment,470.0,Dombivali,48.81
2088,1,Apartment,511.0,Dombivali,53.07
2089,1,Apartment,511.0,Dombivali,53.07
2090,1,Apartment,385.0,Dombivali,39.98
2091,1,Apartment,385.0,Dombivali,39.98
2093,1,Apartment,470.0,Dombivali,48.81
2094,1,Apartment,470.0,Dombivali,48.81
2095,1,Apartment,511.0,Dombivali,53.07
2096,1,Apartment,511.0,Dombivali,53.07
2097,1,Apartment,470.0,Dombivali,48.81
2098,1,Apartment,470.0,Dombivali,48.81
2099,1,Apartment,511.0,Dombivali,53.07
2100,1,Apartment,511.0,Dombivali,53.07
2101,1,Apartment,385.0,Dombivali,39.98
2102,1,Apartment,385.0,Dombivali,39.98
2107,1,Apartment,385.0,Dombivali,39.98
2108,1,Apartment,385.0,Dombivali,39.98
2113,2,Apartment,800.0,Dombivali,122.0
2116,2,Apartment,800.0,Dombivali,122.0
2117,5,Apartment,4000.0,Dombivali,400.0
2118,1,Apartment,450.0,Dombivali,42.99
2119,1,Apartment,442.0,Dombivali,46.38
2121,1,Apartment,495.0,Dombivali,51.95
2122,1,Apartment,322.0,Dombivali,31.0
2124,2,Apartment,606.0,Dombivali,64.29
2126,1,Apartment,454.0,Dombivali,48.0
2127,3,Apartment,918.0,Dombivali,99.99
2130,1,Apartment,450.0,Dombivali,43.38
2131,3,Apartment,908.0,Dombivali,96.03
2132,1,Apartment,412.0,Dombivali,39.8
2133,1,Apartment,344.0,Dombivali,33.8
2134,2,Apartment,632.0,Dombivali,66.9
2135,1,Apartment,436.0,Dombivali,43.05
2137,1,Apartment,467.0,Dombivali,49.3
2138,1,Apartment,434.0,Dombivali,44.31
2139,2,Apartment,679.0,Dombivali,71.77
2140,1,Apartment,466.0,Dombivali,45.14
2141,2,Apartment,656.0,Dombivali,73.49
2142,2,Apartment,678.0,Dombivali,84.99
2143,3,Apartment,1043.0,Dombivali,123.0
2144,3,Apartment,1034.0,Dombivali,121.0
2145,3,Apartment,1126.0,Dombivali,132.0
2146,1,Apartment,415.0,Dombivali,46.49
2147,2,Apartment,666.0,Dombivali,74.6
2148,1,Apartment,424.0,Dombivali,39.38
2149,1,Apartment,398.0,Dombivali,36.98
2150,1,Apartment,508.0,Dombivali,47.16
2151,1,Apartment,427.0,Dombivali,39.66
2152,1,Apartment,431.0,Dombivali,41.76
2153,1,Apartment,442.0,Dombivali,46.38
2154,1,Apartment,353.0,Dombivali,36.99
2156,1,Apartment,495.0,Dombivali,51.95
2157,1,Apartment,443.0,Dombivali,42.5
2158,1,Apartment,510.0,Dombivali,57.43
2159,2,Apartment,679.0,Dombivali,76.32
2160,1,Apartment,458.0,Dombivali,51.7
2161,1,Apartment,339.0,Dombivali,38.5
2162,2,Apartment,715.0,Dombivali,80.26
2163,1,Apartment,306.0,Dombivali,40.02
2164,1,Apartment,322.0,Dombivali,42.17
2165,1,Apartment,307.0,Dombivali,40.15
2166,1,Apartment,320.0,Dombivali,41.88
2167,1,Apartment,321.0,Dombivali,41.98
2168,1,Apartment,318.0,Dombivali,41.62
2169,1,Apartment,319.0,Dombivali,41.72
2170,1,Apartment,317.0,Dombivali,41.38
2171,1,Apartment,421.0,Dombivali,45.98
2172,1,Apartment,424.0,Dombivali,48.98
2173,2,Apartment,703.0,Dombivali,79.98
2174,2,Apartment,601.0,Dombivali,75.98
2175,2,Apartment,700.0,Dombivali,79.84
2176,2,Apartment,606.0,Dombivali,64.29
2177,2,Apartment,632.0,Dombivali,66.9
2178,3,Apartment,918.0,Dombivali,99.99
2183,2,Apartment,679.0,Dombivali,71.77
2184,1,Apartment,406.0,Dombivali,42.74
2185,1,Apartment,410.0,Dombivali,38.0
2186,2,Apartment,606.0,Dombivali,64.29
2187,2,Apartment,632.0,Dombivali,66.9
2188,3,Apartment,918.0,Dombivali,99.99
2193,2,Apartment,679.0,Dombivali,71.77
2194,1,Apartment,510.0,Dombivali,57.43
2195,2,Apartment,679.0,Dombivali,76.32
2196,1,Apartment,458.0,Dombivali,51.7
2197,1,Apartment,339.0,Dombivali,38.5
2198,2,Apartment,715.0,Dombivali,80.26
2199,2,Apartment,636.0,Dombivali,72.0
2200,1,Apartment,442.0,Dombivali,46.38
2201,1,Apartment,353.0,Dombivali,36.99
2203,1,Apartment,495.0,Dombivali,51.95
2204,1,Apartment,353.0,Dombivali,36.99
2205,1,Apartment,442.0,Dombivali,46.38
2206,1,Apartment,353.0,Dombivali,36.99
2208,1,Apartment,421.0,Dombivali,45.98
2209,1,Apartment,424.0,Dombivali,48.98
2210,2,Apartment,703.0,Dombivali,79.98
2211,2,Apartment,601.0,Dombivali,75.98
2212,2,Apartment,700.0,Dombivali,79.84
2214,1,Apartment,478.0,Dombivali,48.17
2215,3,Apartment,918.0,Dombivali,99.99
2216,2,Apartment,606.0,Dombivali,64.29
2218,2,Apartment,632.0,Dombivali,66.9
2219,3,Apartment,918.0,Dombivali,99.99
2223,2,Apartment,679.0,Dombivali,71.77
2224,1,Apartment,510.0,Dombivali,57.43
2225,2,Apartment,679.0,Dombivali,76.32
2226,1,Apartment,458.0,Dombivali,51.7
2227,1,Apartment,339.0,Dombivali,38.5
2228,2,Apartment,715.0,Dombivali,80.26
2229,1,Apartment,406.0,Dombivali,42.74
2230,1,Apartment,443.0,Dombivali,42.5
2231,1,Apartment,424.0,Dombivali,41.63
2233,1,Apartment,444.0,Dombivali,45.49
2234,1,Apartment,479.0,Dombivali,48.49
2235,2,Apartment,859.0,Dombivali East,67.0
2236,2,Apartment,1031.0,Dombivali East,83.0
2237,1,Apartment,533.0,Dombivali East,40.0
2238,2,Apartment,1300.0,Dombivali East,100.0
2239,1,Apartment,450.0,Dronagiri,41.37
2240,2,Apartment,650.0,Dronagiri,57.99
2241,2,Apartment,1050.0,Dronagiri,83.0
2242,6,Apartment,3100.0,Dronagiri,224.0
2243,2,Apartment,1125.0,Dronagiri,81.0
2244,3,Apartment,1370.0,Dronagiri,113.0
2245,2,Apartment,1023.0,Dronagiri,81.0
2246,2,Apartment,620.0,Dronagiri,73.97
2247,2,Apartment,671.0,Fort,272.0
2248,3,Apartment,1259.0,Ghansoli,280.0
2249,3,Apartment,1259.0,Ghansoli,280.0
2250,2,Apartment,725.0,Ghansoli,170.0
2251,2,Apartment,725.0,Ghansoli,170.0
2252,4,Apartment,1492.0,Ghansoli,340.0
2253,4,Apartment,1492.0,Ghansoli,340.0
2254,2,Apartment,715.0,Ghansoli,168.0
2255,2,Apartment,715.0,Ghansoli,168.0
2256,1,Apartment,505.0,Ghansoli,108.0
2257,1,Apartment,505.0,Ghansoli,108.0
2258,1,Apartment,505.0,Ghansoli,108.0
2259,2,Apartment,680.0,Ghansoli,165.0
2260,5,Apartment,2500.0,Ghansoli,600.0
2262,2,Apartment,900.0,Ghansoli,180.0
2263,1,Apartment,650.0,Ghansoli,110.0
2266,2,Apartment,1200.0,Ghansoli,240.0
2271,3,Apartment,1122.0,Ghansoli,233.0
2275,3,Apartment,1300.0,Ghansoli,270.0
2278,2,Apartment,820.0,Ghansoli,163.0
2281,2,Apartment,1080.0,Ghansoli,225.0
2282,2,Apartment,760.0,Ghansoli,151.0
2283,1,Apartment,535.0,Ghansoli,90.0
2284,2,Apartment,950.0,Ghansoli,190.0
2285,2,Apartment,689.0,Ghansoli,160.0
2286,2,Apartment,794.0,Ghansoli,160.0
2287,3,Apartment,1112.0,Ghansoli,245.0
2288,1,Apartment,513.0,Ghansoli,95.0
2289,1,Apartment,448.0,Ghatkopar East,134.0
2290,2,Apartment,639.0,Ghatkopar East,191.0
2292,2,Apartment,633.0,Ghatkopar East,189.0
2296,2,Apartment,800.0,Ghatkopar East,250.0
2299,3,Apartment,1046.0,Ghatkopar East,361.0
2300,3,Apartment,1046.0,Ghatkopar East,360.0
2302,2,Apartment,770.0,Ghatkopar East,261.0
2305,2,Apartment,707.0,Ghatkopar East,216.0
2307,3,Apartment,1350.0,Ghatkopar East,500.0
2308,4,Apartment,1950.0,Ghatkopar East,800.0
2309,2,Apartment,835.0,Ghatkopar East,261.0
2310,4,Apartment,1950.0,Ghatkopar East,800.0
2313,1,Apartment,474.0,Ghatkopar East,140.0
2314,1,Apartment,369.0,Ghatkopar East,110.0
2316,2,Apartment,779.0,Ghatkopar East,233.0
2318,2,Apartment,691.0,Ghatkopar East,216.0
2319,2,Apartment,624.0,Ghatkopar East,195.0
2320,1,Apartment,424.0,Ghatkopar East,119.0
2321,1,Apartment,440.0,Ghatkopar East,123.0
2322,1,Apartment,510.0,Ghatkopar East,143.0
2323,1,Apartment,406.0,Ghatkopar East,113.0
2324,1,Apartment,453.0,Ghatkopar East,165.0
2325,2,Apartment,929.0,Ghatkopar East,284.0
2329,2,Apartment,638.0,Ghatkopar East,200.0
2331,2,Apartment,811.0,Ghatkopar East,256.0
2332,2,Apartment,682.0,Ghatkopar East,215.0
2333,2,Apartment,747.0,Ghatkopar East,418.0
2334,3,Apartment,1217.0,Ghatkopar East,681.0
2335,2,Apartment,907.0,Ghatkopar East,508.0
2336,2,Apartment,747.0,Ghatkopar East,418.0
2337,2,Apartment,691.0,Ghatkopar East,216.0
2338,2,Apartment,624.0,Ghatkopar East,195.0
2339,1,Apartment,424.0,Ghatkopar East,119.0
2340,1,Apartment,440.0,Ghatkopar East,123.0
2341,1,Apartment,510.0,Ghatkopar East,143.0
2342,1,Apartment,406.0,Ghatkopar East,113.0
2343,3,Apartment,962.0,Ghatkopar East,336.0
2344,4,Apartment,1769.0,Ghatkopar East,619.0
2345,2,Apartment,601.0,Ghatkopar East,210.0
2346,3,Apartment,1109.0,Ghatkopar East,388.0
2347,2,Apartment,829.0,Ghatkopar East,289.0
2348,1,Apartment,405.0,Ghatkopar East,141.0
2349,4,Apartment,1249.0,Ghatkopar East,437.0
2350,3,Apartment,1059.0,Ghatkopar East,370.0
2351,3,Apartment,1046.0,Ghatkopar East,360.0
2352,2,Apartment,801.0,Ghatkopar East,275.0
2353,3,Apartment,1022.0,Ghatkopar East,372.0
2354,2,Apartment,745.0,Ghatkopar East,238.0
2355,3,Apartment,929.0,Ghatkopar East,309.0
2356,2,Apartment,634.0,Ghatkopar East,223.0
2358,1,Apartment,400.0,Ghatkopar East,110.0
2364,2,Apartment,777.0,Ghatkopar East,233.0
2368,2,Apartment,680.0,Ghatkopar East,229.0
2369,2,Apartment,650.0,Ghatkopar East,200.0
2370,2,Apartment,656.0,Ghatkopar East,195.0
2373,1,Apartment,395.0,Ghatkopar East,109.0
2374,1,Apartment,541.0,Ghatkopar East,157.0
2378,1,Apartment,391.0,Ghatkopar East,120.0
2379,1,Apartment,391.0,Ghatkopar East,120.0
2380,1,Apartment,391.0,Ghatkopar East,120.0
2381,2,Apartment,740.0,Ghatkopar East,231.0
2382,1,Apartment,391.0,Ghatkopar East,120.0
2383,2,Apartment,740.0,Ghatkopar East,231.0
2384,2,Apartment,740.0,Ghatkopar East,245.0
2385,1,Apartment,391.0,Ghatkopar East,120.0
2386,2,Apartment,740.0,Ghatkopar East,231.0
2387,2,Apartment,741.0,Ghatkopar East,225.0
2389,3,Apartment,1250.0,Ghatkopar East,442.0
2391,1,Apartment,511.0,Ghatkopar East,141.0
2393,3,Apartment,962.0,Ghatkopar East,336.0
2394,4,Apartment,1769.0,Ghatkopar East,619.0
2395,2,Apartment,601.0,Ghatkopar East,210.0
2396,3,Apartment,1109.0,Ghatkopar East,388.0
2397,2,Apartment,829.0,Ghatkopar East,289.0
2398,1,Apartment,405.0,Ghatkopar East,141.0
2399,4,Apartment,1249.0,Ghatkopar East,437.0
2400,3,Apartment,1059.0,Ghatkopar East,370.0
2403,1,Apartment,511.0,Ghatkopar East,141.0
2404,3,Apartment,1281.0,Ghatkopar West,360.0
2406,1,Apartment,500.0,Ghatkopar West,130.0
2415,2,Apartment,690.0,Ghatkopar West,215.0
2416,1,Apartment,471.0,Ghatkopar West,131.0
2417,1,Apartment,626.0,Ghatkopar West,171.0
2418,1,Apartment,505.0,Ghatkopar West,141.0
2422,1,Apartment,544.0,Ghatkopar West,144.0
2428,1,Apartment,533.0,Ghatkopar West,142.0
2432,1,Apartment,501.0,Ghatkopar West,133.0
2435,1,Apartment,496.0,Ghatkopar West,131.0
2436,1,Apartment,545.0,Ghatkopar West,144.0
2437,1,Apartment,547.0,Ghatkopar West,145.0
2438,2,Apartment,644.0,Ghatkopar West,245.0
2439,2,Apartment,849.0,Ghatkopar West,245.0
2440,2,Apartment,901.0,Ghatkopar West,245.0
2443,3,Apartment,1400.0,Girgaon,750.0
2444,2,Apartment,690.0,Girgaon,413.0
2445,3,Apartment,2180.0,Girgaon,1200.0
2446,2,Apartment,600.0,Girgaon,250.0
2447,2,Apartment,600.0,Girgaon,250.0
2448,3,Apartment,1750.0,Goregaon East,600.0
2449,2,Apartment,940.0,Goregaon East,235.0
2450,2,Apartment,780.0,Goregaon East,220.0
2451,6,Apartment,3500.0,Goregaon East,1200.0
2452,4,Apartment,2500.0,Goregaon East,900.0
2464,2,Apartment,602.0,Goregaon East,166.0
2465,4,Apartment,2200.0,Goregaon East,648.0
2466,4,Apartment,2200.0,Goregaon East,648.0
2467,4,Apartment,2200.0,Goregaon East,648.0
2469,4,Apartment,3500.0,Goregaon East,1010.0
2473,4,Apartment,1850.0,Goregaon East,550.0
2474,3,Apartment,1150.0,Goregaon East,330.0
2475,2,Apartment,647.0,Goregaon East,191.0
2476,2,Apartment,675.0,Goregaon East,200.0
2477,2,Apartment,702.0,Goregaon East,208.0
2478,2,Apartment,602.0,Goregaon East,178.0
2479,3,Apartment,974.0,Goregaon East,289.0
2480,3,Apartment,924.0,Goregaon East,274.0
2481,3,Apartment,1058.0,Goregaon East,314.0
2483,2,Apartment,900.0,Goregaon East,229.0
2484,3,Apartment,1250.0,Goregaon East,375.0
2485,3,Apartment,1690.0,Goregaon East,575.0
2486,4,Apartment,2100.0,Goregaon East,1300.0
2487,2,Apartment,670.0,Goregaon East,165.0
2490,2,Apartment,1068.0,Goregaon East,270.0
2495,2,Apartment,784.0,Goregaon East,209.0
2496,3,Apartment,950.0,Goregaon East,270.0
2499,4,Apartment,2850.0,Goregaon East,1120.0
2500,1,Apartment,578.0,Goregaon East,145.0
2503,3,Apartment,1274.0,Goregaon East,375.0
2504,4,Apartment,3573.0,Goregaon East,1000.0
2507,2,Apartment,968.0,Goregaon East,270.0
2508,3,Apartment,1777.0,Goregaon East,525.0
2509,4,Apartment,2850.0,Goregaon East,800.0
2511,3,Apartment,1820.0,Goregaon East,575.0
2514,2,Apartment,602.0,Goregaon East,178.0
2515,3,Apartment,924.0,Goregaon East,274.0
2516,2,Apartment,675.0,Goregaon East,200.0
2517,3,Apartment,974.0,Goregaon East,289.0
2518,2,Apartment,702.0,Goregaon East,208.0
2519,3,Apartment,1058.0,Goregaon East,314.0
2520,2,Apartment,647.0,Goregaon East,191.0
2521,3,Apartment,1333.0,Goregaon East,390.0
2522,3,Apartment,1070.0,Goregaon East,400.0
2523,2,Apartment,632.0,Goregaon East,215.0
2531,1,Apartment,404.0,Goregaon West,118.0
2532,1,Apartment,420.0,Goregaon West,124.0
2534,1,Apartment,404.0,Goregaon West,118.0
2535,1,Apartment,404.0,Goregaon West,118.0
2536,1,Apartment,420.0,Goregaon West,124.0
2537,1,Apartment,420.0,Goregaon West,124.0
2541,4,Apartment,3000.0,Goregaon West,951.0
2542,4,Apartment,1860.0,Goregaon West,650.0
2545,4,Apartment,2250.0,Goregaon West,1050.0
2551,2,Apartment,601.0,Goregaon West,288.0
2556,2,Apartment,759.0,Goregaon West,254.0
2557,2,Apartment,800.0,Goregaon West,254.0
2561,4,Apartment,1792.0,Goregaon West,575.0
2564,4,Apartment,1792.0,Goregaon West,575.0
2575,1,Apartment,460.0,Goregaon West,175.0
2576,1,Apartment,460.0,Goregaon West,175.0
2578,2,Apartment,790.0,Goregaon West,270.0
2580,1,Apartment,491.0,Goregaon West,150.0
2583,2,Apartment,900.0,Goregaon West,290.0
2584,5,Apartment,3900.0,Goregaon West,1350.0
2585,2,Apartment,780.0,Goregaon West,1422.0
2586,5,Apartment,2400.0,Jogeshwari East,810.0
2587,3,Apartment,1100.0,Jogeshwari East,399.0
2589,2,Apartment,638.0,Jogeshwari East,171.0
2590,1,Apartment,373.0,Jogeshwari East,100.0
2591,3,Apartment,1030.0,Jogeshwari East,340.0
2592,3,Apartment,1030.0,Jogeshwari East,345.0
2593,1,Apartment,325.0,Jogeshwari East,95.99
2594,1,Apartment,339.0,Jogeshwari East,100.0
2595,3,Apartment,987.0,Jogeshwari East,310.0
2596,3,Apartment,987.0,Jogeshwari East,345.0
2597,1,Studio Apartment,535.0,Jogeshwari East,200.0
2598,3,Apartment,950.0,Jogeshwari East,300.0
2599,3,Apartment,985.0,Jogeshwari East,330.0
2600,3,Apartment,1650.0,Jogeshwari East,450.0
2601,2,Apartment,638.0,Jogeshwari East,171.0
2602,2,Apartment,638.0,Jogeshwari East,171.0
2603,2,Apartment,638.0,Jogeshwari East,171.0
2604,2,Apartment,638.0,Jogeshwari East,171.0
2609,2,Apartment,800.0,Jogeshwari West,260.0
2610,3,Apartment,1100.0,Jogeshwari West,370.0
2611,1,Apartment,311.0,Jogeshwari West,83.97
2613,1,Apartment,405.0,Jogeshwari West,109.0
2620,4,Apartment,1201.0,Jogeshwari West,409.0
2621,2,Apartment,640.0,Jogeshwari West,188.0
2622,2,Apartment,660.0,Jogeshwari West,196.0
2623,2,Apartment,650.0,Jogeshwari West,191.0
2624,2,Apartment,670.0,Jogeshwari West,199.0
2627,3,Apartment,900.0,Jogeshwari West,270.0
2628,2,Apartment,700.0,Jogeshwari West,210.0
2629,1,Studio Apartment,343.0,Jogeshwari West,130.0
2630,3,Apartment,1017.0,Jogeshwari West,350.0
2631,2,Apartment,744.0,Jogeshwari West,250.0
2632,3,Apartment,1017.0,Jogeshwari West,400.0
2633,2,Apartment,650.0,Jogeshwari West,192.0
2634,2,Apartment,660.0,Jogeshwari West,195.0
2635,4,Apartment,1320.0,Jogeshwari West,390.0
2639,2,Apartment,640.0,Jogeshwari West,189.0
2640,4,Apartment,1340.0,Jogeshwari West,396.0
2641,1,Apartment,399.0,Jogeshwari West,109.0
2642,3,Apartment,963.0,Jogeshwari West,282.0
2643,3,Apartment,1140.0,Jogeshwari West,319.0
2644,2,Apartment,785.0,Jogeshwari West,219.0
2645,2,Apartment,680.0,Jogeshwari West,197.0
2646,2,Apartment,600.0,Jogeshwari West,185.0
2647,1,Apartment,550.0,Jogeshwari West,138.0
2648,2,Apartment,850.0,Jogeshwari West,234.0
2649,1,Apartment,550.0,Jogeshwari West,138.0
2650,2,Apartment,600.0,Jogeshwari West,189.0
2651,1,Apartment,500.0,Jogeshwari West,139.0
2652,1,Apartment,500.0,Jogeshwari West,135.0
2654,1,Apartment,401.0,Jogeshwari West,99.0
2655,1,Apartment,401.0,Jogeshwari West,99.0
2656,1,Apartment,401.0,Jogeshwari West,99.0
2660,4,Apartment,1727.0,Jogeshwari West,500.0
2661,3,Apartment,1298.0,Jogeshwari West,370.0
2662,3,Apartment,1400.0,Jogeshwari West,420.0
2664,3,Apartment,1217.0,Jogeshwari West,360.0
2667,3,Apartment,1017.0,Jogeshwari West,325.0
2670,1,Apartment,343.0,Jogeshwari West,95.4
2671,1,Apartment,352.0,Jogeshwari West,97.86
2672,1,Apartment,342.0,Jogeshwari West,95.2
2674,2,Apartment,655.0,Jogeshwari West,183.0
2675,3,Apartment,1053.0,Jogeshwari West,294.0
2676,3,Apartment,1172.0,Jogeshwari West,328.0
2677,3,Apartment,943.0,Jogeshwari West,264.0
2678,2,Apartment,668.0,Jogeshwari West,187.0
2679,2,Apartment,716.0,Jogeshwari West,200.0
2680,2,Apartment,649.0,Jogeshwari West,181.0
2681,3,Apartment,964.0,Jogeshwari West,269.0
2682,6,Independent House,4350.0,Juhu,3200.0
2683,6,Apartment,5975.0,Juhu,3961.0
2684,5,Apartment,2986.0,Juhu,1945.0
2685,3,Apartment,1030.0,Juhu,587.0
2686,3,Apartment,1583.0,Juhu,943.0
2687,3,Apartment,1240.0,Juhu,744.0
2689,4,Apartment,1990.0,Juhu,1194.0
2690,4,Apartment,1800.0,Juhu,1170.0
2691,4,Apartment,2700.0,Juhu,1755.0
2693,4,Apartment,1800.0,Juhu,1170.0
2694,4,Apartment,2700.0,Juhu,1755.0
2697,4,Apartment,1752.0,Juhu,1050.0
2699,4,Apartment,2363.0,Juhu,1478.0
2700,3,Apartment,1241.0,Juhu,765.0
2701,4,Apartment,2711.0,Juhu,1745.0
2702,2,Apartment,944.0,Juhu,600.0
2703,2,Apartment,1000.0,Juhu,650.0
2705,4,Apartment,1752.0,Juhu,1051.0
2706,4,Apartment,3200.0,Juhu,1920.0
2707,3,Apartment,1456.0,Juhu,950.0
2710,1,Apartment,454.0,Kalamboli,63.0
2711,1,Apartment,454.0,Kalamboli,63.0
2712,1,Apartment,490.0,Kalamboli,58.0
2713,1,Apartment,490.0,Kalamboli,58.0
2718,4,Apartment,2100.0,Kalamboli,225.0
2721,1,Apartment,327.0,Kalamboli,55.0
2723,1,Apartment,454.0,Kalamboli,63.0
2724,1,Apartment,490.0,Kalamboli,58.0
2729,1,Apartment,469.0,Kalamboli,57.0
2731,1,Apartment,595.0,Kalwa,70.0
2732,1,Apartment,363.0,Kalyan East,29.97
2733,1,Apartment,363.0,Kalyan East,29.97
2734,1,Apartment,363.0,Kalyan East,29.97
2735,1,Apartment,407.0,Kalyan East,33.61
2736,1,Apartment,407.0,Kalyan East,33.61
2737,1,Apartment,383.0,Kalyan East,31.28
2738,1,Apartment,383.0,Kalyan East,31.28
2739,1,Apartment,383.0,Kalyan East,31.28
2740,1,Apartment,358.0,Kalyan East,30.99
2741,1,Apartment,358.0,Kalyan East,30.99
2742,1,Apartment,363.0,Kalyan East,30.97
2743,1,Apartment,363.0,Kalyan East,30.97
2744,1,Apartment,363.0,Kalyan East,30.97
2745,1,Apartment,363.0,Kalyan East,30.97
2746,1,Apartment,387.0,Kalyan East,31.3
2747,1,Apartment,387.0,Kalyan East,31.3
2748,1,Apartment,640.0,Kalyan East,68.0
2749,3,Apartment,1019.0,Kalyan East,94.0
2750,1,Apartment,430.0,Kalyan East,37.0
2751,1,Apartment,430.0,Kalyan East,37.5
2752,1,Apartment,494.0,Kalyan East,40.0
2755,1,Apartment,500.0,Kalyan East,42.0
2756,1,Apartment,483.0,Kalyan East,42.0
2757,1,Apartment,385.0,Kalyan East,32.0
2758,1,Apartment,373.0,Kalyan East,32.72
2759,1,Apartment,360.0,Kalyan East,31.58
2760,1,Apartment,364.0,Kalyan East,32.05
2761,2,Apartment,600.0,Kalyan East,53.4
2762,1,Apartment,414.0,Kalyan East,40.85
2763,1,Apartment,383.0,Kalyan East,31.28
2764,1,Apartment,358.0,Kalyan East,30.99
2765,1,Apartment,387.0,Kalyan East,31.3
2766,1,Apartment,352.0,Kalyan East,29.98
2767,1,Apartment,363.0,Kalyan East,30.97
2768,2,Apartment,680.0,Kalyan East,67.0
2769,1,Apartment,490.0,Kalyan East,47.0
2770,3,Apartment,913.0,Kalyan East,87.0
2771,2,Apartment,600.0,Kalyan East,53.4
2772,1,Apartment,364.0,Kalyan East,32.05
2773,2,Apartment,600.0,Kalyan East,53.4
2774,1,Apartment,414.0,Kalyan East,40.85
2776,1,Apartment,518.0,Kalyan East,42.0
2777,1,Apartment,546.0,Kalyan East,47.0
2778,2,Apartment,833.0,Kalyan East,100.0
2779,2,Apartment,833.0,Kalyan East,74.0
2780,5,Apartment,5020.0,Kalyan East,432.0
2784,3,Apartment,1350.0,Kalyan East,121.0
2793,2,Apartment,1000.0,Kalyan West,114.0
2798,2,Apartment,743.0,Kalyan West,95.49
2799,2,Apartment,743.0,Kalyan West,95.49
2802,2,Apartment,741.0,Kalyan West,95.0
2803,2,Apartment,741.0,Kalyan West,95.0
2806,1,Apartment,575.0,Kalyan West,58.0
2810,1,Apartment,575.0,Kalyan West,58.0
2811,1,Apartment,650.0,Kalyan West,64.0
2814,1,Apartment,458.0,Kalyan West,44.99
2815,1,Apartment,458.0,Kalyan West,44.99
2817,1,Apartment,458.0,Kalyan West,44.99
2818,1,Apartment,458.0,Kalyan West,44.99
2828,3,Apartment,1200.0,Kalyan West,140.0
2829,1,Apartment,570.0,Kalyan West,88.0
2831,1,Apartment,535.0,Kalyan West,52.0
2832,1,Apartment,535.0,Kalyan West,52.0
2833,1,Apartment,570.0,Kalyan West,56.99
2837,1,Apartment,425.0,Kalyan West,41.63
2841,1,Apartment,650.0,Kalyan West,64.99
2843,1,Apartment,425.0,Kalyan West,41.63
2845,1,Apartment,407.0,Kalyan West,39.9
2846,1,Apartment,409.0,Kalyan West,39.9
2848,2,Apartment,1150.0,Kalyan West,130.0
2849,3,Apartment,1150.0,Kalyan West,150.0
2852,1,Apartment,425.0,Kalyan West,41.63
2854,1,Apartment,407.0,Kalyan West,39.9
2855,1,Apartment,409.0,Kalyan West,39.9
2856,2,Apartment,602.0,Kalyan West,75.0
2857,1,Apartment,461.0,Kalyan West,47.0
2858,1,Apartment,670.0,Kalyan West,85.0
2861,1,Apartment,620.0,Kalyan West,72.0
2863,1,Apartment,480.0,Kalyan West,47.0
2865,1,Apartment,425.0,Kalyan West,41.63
2866,1,Apartment,407.0,Kalyan West,39.9
2867,1,Apartment,409.0,Kalyan West,39.9
2868,1,Apartment,410.0,Kalyan West,41.44
2870,1,Apartment,409.0,Kalyan West,39.9
2871,1,Apartment,378.0,Kalyan West,46.22
2872,2,Apartment,612.0,Kalyan West,81.25
2873,1,Apartment,425.0,Kalyan West,45.0
2874,1,Apartment,446.0,Kalyan West,48.0
2875,1,Apartment,410.0,Kalyan West,41.44
2876,1,Apartment,386.0,Kalyan West,47.19
2877,1,Apartment,386.0,Kalyan West,47.19
2878,1,Apartment,379.0,Kalyan West,46.34
2879,1,Apartment,401.0,Kalyan West,49.03
2880,1,Apartment,379.0,Kalyan West,46.34
2881,1,Apartment,401.0,Kalyan West,49.03
2882,1,Apartment,393.0,Kalyan West,48.05
2884,1,Apartment,388.0,Kalyan West,47.44
2885,1,Apartment,385.0,Kalyan West,40.99
2886,1,Apartment,390.0,Kalyan West,41.52
2887,1,Apartment,458.0,Kalyan West,44.99
2889,1,Apartment,425.0,Kalyan West,41.63
2891,1,Apartment,407.0,Kalyan West,39.9
2892,1,Apartment,409.0,Kalyan West,39.9
2893,2,Apartment,618.0,Kalyan West,82.04
2894,2,Apartment,754.0,Kalyan West,98.0
2895,3,Apartment,1051.0,Kalyan West,136.0
2896,1,Apartment,434.0,Kalyan West,56.0
2897,2,Apartment,608.0,Kalyan West,79.0
2898,1,Apartment,370.0,Kalyan West,39.0
2899,2,Apartment,634.0,Kalyan West,72.71
2905,2,Apartment,1094.0,Kalyan West,150.0
2908,1,Apartment,425.0,Kalyan West,41.63
2910,1,Apartment,407.0,Kalyan West,39.9
2911,1,Apartment,409.0,Kalyan West,39.9
2912,2,Apartment,853.0,Kalyan West,128.0
2913,3,Apartment,1115.0,Kalyan West,165.0
2914,2,Apartment,700.0,Kalyan West,110.0
2916,3,Apartment,1164.0,Kalyan West,199.0
2917,1,Apartment,518.0,Kalyan West,52.0
2918,3,Apartment,1050.0,Kalyan West,135.0
2919,3,Apartment,1050.0,Kalyan West,135.0
2920,2,Apartment,725.0,Kalyan West,90.0
2921,2,Apartment,725.0,Kalyan West,90.0
2922,3,Apartment,1050.0,Kalyan West,135.0
